,id,name,sku,url_key,brand_name,seller_product_id,seller_id,price,original_price,discount,discount_rate,rating_average,review_count,productset_id,category,sold
97,203278278,Điện Thoại Samsung A04 3GB/32GB - Hàng Chính Hãng,4306798197588,dien-thoai-samsung-a04-3gb-32gb-hang-chinh-hang-p203278278,SAMSUNG,225211045,179232,2045000,2990000,945000,32,3.0,1,2647,Điện thoại,2
98,252423003,Điện thoại Tecno SPARK 10 4GB/128GB - Camera 50MP | 5000 mAh | Sạc nhanh 18W | Cảm ứng vân tay - Hàng chính hãng,3290177346552,dien-thoai-tecno-spark-10-4gb-128gb-camera-50mp-5000-mah-sac-nhanh-18w-cam-ung-van-tay-hang-chinh-hang-p252423003,TECNO,252423005,189668,2890000,3190000,300000,9,5.0,3,2647,Điện thoại,12
99,226552005,Điện thoại bàn Panasonic KX-TSC11 hàng chính hãng,2625116423444,dien-thoai-ban-panasonic-kx-tsc11-hang-chinh-hang-p226552005,PANASONIC,226552008,113592,539000,539000,0,0,5.0,20,2651,Điện thoại,122
100,200732479,Điện Thoại Oppo A77s (8GB/128GB),5004695541017,dien-thoai-oppo-a77s-8gb-128gb-hang-chinh-hang-p200732479,OPPO,203866620,1,5690000,6290000,600000,10,5.0,7,2647,Điện thoại,323
101,31261844,Điện Thoại Bàn Cố Định Không Dây Lắp Sim,2153288469231,dien-thoai-ban-co-dinh-khong-day-lap-sim-p31261844,HUAWEI,42255072,59467,390000,390000,0,0,3.3,15,2651,Điện thoại,99
102,164318507,Điện thoại bàn Panasonic KX-TGB112 hàng chính hãng,8541094504232,dien-thoai-ban-panasonic-kx-tgb112-hang-chinh-hang-p164318507,PANASONIC,164318508,113592,1180000,1180000,0,0,4.8,4,2651,Điện thoại,13
103,162866839,Máy tính bảng VNPT Technology VNT Tab8 Plus 8 Inch Android 11 RAM 4GB - Hàng chính hãng,1964530490062,may-tinh-bang-vnpt-technology-vnt-tab8-8-inch-android-11-ram-3gb-hang-viet-nam-chinh-hang-p162866839,VNPT TECHNOLOGY,162866840,168514,3146000,3146000,0,0,4.7,6,2645,Điện thoại,13
104,171190775,Điện thoại Smartphone Sugar A100 2GB/16GB 4G LTE - Hàng chính hãng,5847163685704,dien-thoai-smartphone-sugar-a100-2gb-16gb-4g-lte-hang-chinh-hang-p171190775,SUGAR,171190791,179232,849000,1690000,841000,50,4.5,25,2647,Điện thoại,69
105,215902961,Điện Thoại Smartphone KXD EL D68 3GB/32GB - Hàng chính hãng,8375722019369,dien-thoai-smartphone-kxd-el-d68-3gb-32gb-hang-chinh-hang-p215902961,INTEL,215902963,179232,1159000,1699000,540000,32,4.5,12,2647,Điện thoại,44
106,65492829,"Điện thoại Oukitel WP5 Pro (Ram4GB,Rom 64Gb,pin 8.000mAh ,chống va đập,chống nước) - hàng chính hãng",7852204845627,dien-thoai-oukitel-wp5-pro-ram4gb-rom-64gb-pin-8-000mah-chong-va-dap-chong-nuoc-hang-chinh-hang-p65492829,OUKITEL,65492830,2350,3990000,3990000,0,0,5.0,8,58,Điện thoại,18
107,126075551,Máy tính bảng Samsung Galaxy Tab S7 FE (4GB/64GB) - Hàng chính hãng -  Đã kích hoạt bảo hành điện tử,2084100474070,may-tinh-bang-samsung-galaxy-tab-s7-fe-4gb-64gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p126075551,SAMSUNG,126075555,20704,8320000,13990000,5670000,41,5.0,21,2645,Điện thoại,66
108,260986508,Máy đọc sách BOOX Poke 5 - Hàng Chính Hãng,9483350779261,may-doc-sach-boox-poke-5-hang-chinh-hang-p260986508,ONYX BOOX,260997957,1,4790000,5990000,1200000,20,5.0,2,2653,Điện thoại,7
109,201067649,Combo máy đọc sách Kindle Paperwhite 5 (11th gen) tặng kèm bao da ( Cover ) - Hàng nhập khẩu,2688500899745,combo-may-doc-sach-kindle-paperwhite-5-8gb-black-11th-gen-tang-kem-bao-da-cover-hang-nhap-khau-p201067649,KINDLE,252852439,106499,2740000,3300000,560000,17,5.0,93,2653,Điện thoại,393
110,126682340,Điện thoại Xiaomi Redmi 10 (4GB/128GB) - Hàng chính hãng,4590329438807,dien-thoai-xiaomi-redmi-10-4gb-128gb-hang-chinh-hang-p126682340,XIAOMI,126682344,162514,3759000,4290000,531000,12,5.0,40,2647,Điện thoại,105
111,73842403,Điện thoại bàn có dây nhỏ gọn màu trắng,1594332404913,dien-thoai-ban-co-day-nho-gon-mau-trang-p73842403,OEM,73842404,28658,250000,250000,0,0,4.1,15,2651,Điện thoại,62
112,55197731,Điện thoại bàn màu đỏ KXT438,3803385090461,die-n-thoa-i-ba-n-ma-u-do-kxt438-p55197731,OEM,55197732,28658,215000,215000,0,0,4.5,15,2651,Điện thoại,50
113,164318603,Điện thoại bàn Panasonic KX-TGF310 hàng chính hãng,9083842335145,dien-thoai-ban-panasonic-kx-tgf310-hang-chinh-hang-p164318603,PANASONIC,164318604,113592,2050000,2050000,0,0,5.0,6,2651,Điện thoại,31
114,176285303,"ĐIỆN THOẠI DI ĐỘNG NGƯỜI GIÀ MASSTEL IZI 12 giá rẻ loa to, sóng khỏe,pin trâu-Hàng chính hãng",2072535101124,dien-thoai-di-dong-nguoi-gia-masstel-izi-12-gia-re-loa-to-song-khoe-pin-trau-chinh-hang-p176285303,MASSTEL,261810535,11119,456000,456000,0,0,4.0,1,2649,Điện thoại,2
115,226946394,Máy đọc sách New Kindle Kids 11th 2022 Kèm bao da - 16Gb - Hàng nhập khẩu,2786444959145,may-doc-sach-new-kindle-11th-2022-kem-bao-da-16gb-hang-nhap-khau-p226946394,KINDLE,226946403,38963,2990000,3990000,1000000,25,5.0,2,2653,Điện thoại,9
116,262844839,"Điện thoại Fonrox F2171 Thương hiệu mỹ giá rẻ , 2 sim 2 sóng , Máy chắc chắn siêu bền",8557601211179,dien-thoai-fonrox-f2171-thuong-hieu-my-gia-re-2-sim-2-song-may-chac-chan-sieu-ben-p262844839,OEM,262844841,179232,239000,299000,60000,20,5.0,1,2649,Điện thoại,4
117,179589103,Điện Thoại Xiaomi Redmi 10C 4GB/128GB - Hàng Chính Hãng,3177915837782,dien-thoai-xiaomi-redmi-10c-4gb-128gb-hang-chinh-hang-p179589103,XIAOMI,179589107,179232,3099000,3599000,500000,14,5.0,5,2647,Điện thoại,35
118,252392905,Điện Thoại Samsung Galaxy A54 5G (8GB/256GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,1418487543561,dien-thoai-samsung-galaxy-a54-5g-8gb-256gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p252392905,SAMSUNG,252392909,20704,8490000,11490000,3000000,26,5.0,1,2647,Điện thoại,2
119,212441034,Điện Thoại Nokia 5710 XpressAudio 4G - Hàng Chính Hãng,4114635797019,dien-thoai-nokia-5710-xpressaudio-4g-hang-chinh-hang-p212441034,NOKIA,212441038,20704,1550000,1790000,240000,13,5.0,2,2647,Điện thoại,4
120,248745868,"Điện thoại Redmi Note 12 AMOLED 6.67"" FHD+| Snapdragon 685| 5000mAh - Hàng chính hãng",7037915703145,dien-thoai-redmi-note-12-amoled-6-67-fhd-snapdragon-685-5000mah-hang-chinh-hang-p248745868,XIAOMI,248745870,122357,4990000,4990000,0,0,5.0,1,2647,Điện thoại,3
121,143359355,Điện Thoại Tecno Spark 6 Go 4GB/64GB - Hàng Chính Hãng,6415838576314,dien-thoai-tecno-spark-6-go-4gb-64gb-hang-chinh-hang-p143359355,TECNO,149334319,29952,2329000,2990000,661000,22,4.8,12,2647,Điện thoại,23
122,58065346,Điện Thoại Realme C11 (2GB/32GB) - Hàng Chính Hãng,3054448285726,dien-thoai-realme-c11-2gb-32gb-hang-chinh-hang-p58065346,REALME,110892868,179232,1850000,2990000,1140000,38,4.6,12,2647,Điện thoại,26
123,125753416,Điện thoại Nokia 110 4G - Hàng chính hãng,1603650915116,dien-thoai-nokia-110-4g-hang-chinh-hang-p125753416,NOKIA,168522910,179232,729000,850000,121000,14,5.0,6,2649,Điện thoại,15
124,129167418,"Điện thoại itel Vision1 Pro (L6502) 3GB/32GB , 6.52"" HD+ , Camera kép - Hàng Chính Hãng",3845677149249,dien-thoai-itel-vision1-pro-l6502-2gb-32gb-6-1-hd-camera-kep-hang-chinh-hang-bao-hanh-12-thang-p129167418,OEM,159127657,179232,1386000,1790000,404000,23,3.9,14,2647,Điện thoại,54
125,169547788,Điện Thoại Xiaomi Redmi Note 11 Pro 8GB/128GB - Hàng Chính Hãng,2139171746129,dien-thoai-xiaomi-redmi-note-11-pro-8gb-128gb-hang-chinh-hang-p169547788,XIAOMI,216725350,11119,7032000,7032000,0,0,5.0,1,2647,Điện thoại,2
126,197666071,Điện thoại Masstel Fami 65 4G - Tặng dock sạc - Gọi HD Call - Hàng chính hãng,6991197491533,dien-thoai-masstel-fami-65-4g-tang-dock-sac-goi-hd-call-hang-chinh-hang-p197666071,MASSTEL,197666077,179232,900000,900000,0,0,5.0,4,2649,Điện thoại,7
127,180381390,"Máy đọc sách Kindle PaperWhite 8GB-2021. Màn hình độ phân giải cao (300 PPI) 6,8 Inch. Có đèn nền và Wifi. Model PQ89WIF-, Hàng nhập khẩu . New 100%",6280943916950,bao-hanh-12-thang-may-doc-sach-kindle-paperwhite-8gb-2021-man-hinh-do-phan-giai-cao-300-ppi-6-8-inch-co-den-nen-va-wifi-model-pq89wif-hang-moi-100-p180381390,KINDLE,180381391,19548,3150000,3150000,0,0,4.7,18,2653,Điện thoại,35
128,214143153,"Combo máy đọc sách kindle 10th (Kindle Basic 10th), màn hình nhám 6'' 167PPI, Bộ nhớ 4/8GB, nghe sách nói Audible TẶNG KÈM BAO DA (COVER) - Hàng nhập khẩu",1759315998590,combo-may-doc-sach-kindle-10th-kindle-basic-10th-man-hinh-nham-6-167ppi-bo-nho-4-8gb-nghe-sach-noi-audible-tang-kem-bao-da-cover-hang-nhap-khau-p214143153,KINDLE,255174818,106499,1650000,1673000,23000,1,5.0,13,2653,Điện thoại,36
129,251254382,"Điện thoại người già 4G Good A12 - Loa to, chữ to, pin khủng - Mới full box",6586321600797,dien-thoai-nguoi-gia-4g-good-a12-loa-to-chu-to-pin-khung-moi-full-box-p251254382,OEM,251254388,325896,319000,399000,80000,20,4.0,1,2649,Điện thoại,8
130,181977398,Điện thoại bàn Panasonic KX-TS880 hàng chính hãng,5989345415272,dien-thoai-ban-panasonic-kx-ts880-hang-chinh-hang-p181977398,PANASONIC,181977400,113592,960000,960000,0,0,4.8,9,2651,Điện thoại,36
131,125753291,Điện thoại Nokia 105 4G - Hàng chính hãng,6580068450233,dien-thoai-nokia-105-4g-hang-chinh-hang-p125753291,NOKIA,125753292,222120,690000,690000,0,0,4.8,5,2649,Điện thoại,13
132,137582801,Điện Thoại Realme C21Y 3GB/32GB - Hàng Chính Hãng,7642452078750,dien-thoai-realme-c21y-3gb-32gb-hang-chinh-hang-p137582801,REALME,168518036,179232,2069000,2990000,921000,31,3.7,3,2647,Điện thoại,8
133,141087694,Điện thoại Nokia 105 4G - Hàng chính hãng,9649198213606,dien-thoai-nokia-105-4g-hang-chinh-hang-p141087694,NOKIA,141087699,162514,719000,750000,31000,4,5.0,16,2649,Điện thoại,84
134,225231572,Điện thoại Samsung Galaxy S23 Ultra 8GB/256GB Đen - Hàng chính hãng,4774786339257,dien-thoai-samsung-galaxy-s23-ultra-8gb-256gb-den-hang-chinh-hang-p225231572,SAMSUNG,225231573,212607,22490000,31990000,9500000,30,5.0,1,2647,Điện thoại,4
135,249151803,Điện Thoại Samsung Galaxy A54 5G (8GB/128GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,8407787534919,dien-thoai-samsung-galaxy-a54-5g-8gb-128gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p249151803,SAMSUNG,252536588,11119,9120000,9120000,0,0,0.0,0,2647,Điện thoại,0
136,197652030,Điện thoại Masstel Lux 20 4G - Sang trọng - Gọi HD Call - Hàng chính hãng,7084759462349,dien-thoai-masstel-lux-20-4g-sang-trong-goi-hd-call-hang-chinh-hang-p197652030,MASSTEL,197652032,179232,699000,800000,101000,13,4.8,5,2649,Điện thoại,17
137,212040697,Điện Thoại Samsung Galaxy A04 (3GB/32GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,3445106009806,dien-thoai-samsung-galaxy-a04-3gb-32gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p212040697,SAMSUNG,212040701,20704,2070000,2990000,920000,31,4.0,2,2647,Điện thoại,18
138,212261734,"Điện thoại Masstel Play 10 4G Thiết kế hầm hố,Khung viền kim loại - Hàng chính hãng",7820479933096,dien-thoai-masstel-play-10-4g-thiet-ke-ham-ho-khung-vien-kim-loai-hang-chinh-hang-p212261734,MASSTEL,212261736,179232,665000,799000,134000,17,4.6,5,2649,Điện thoại,14
139,167465704,"Điện thoại Masstel IZI 20 4G , Pin 1700 mAh - Hàng chính hãng",2768723936296,dien-thoai-masstel-izi-20-4g-pin-1700-mah-hang-chinh-hang-p167465704,MASSTEL,167465706,179232,479000,550000,71000,13,4.8,6,2649,Điện thoại,30
140,263073555,Điện thoại Tecno CAMON 20 8GB/256GB - Camera 64MP + 32MP | 5000 mAh | Sạc nhanh 33W | 6.7'' FHD AMOLED - BH 13 Tháng - Hàng Chính Hãng,6260576263340,dien-thoai-tecno-camon-20-8gb-256gb-camera-64mp-32mp-5000-mah-sac-nhanh-33w-6-7-fhd-amoled-bh-13-thang-hang-chinh-hang-p263073555,TECNO,263073561,189668,4490000,4990000,500000,10,5.0,1,2647,Điện thoại,3
141,259542697,Điện thoại Xiaomi Redmi Note 12S 4G (8GB/256GB) - Hàng chính hãng,4280580233145,dien-thoai-xiaomi-redmi-note-12s-4g-8gb-128gb-hang-chinh-hang-p259542697,XIAOMI,259542703,20704,5550000,6690000,1140000,17,5.0,3,2647,Điện thoại,9
142,198858451,Điện thoại Samsung Galaxy A04s (4GB/64GB) - Hàng chính hãng,1258848699738,dien-thoai-samsung-galaxy-a04s-4gb-64gb-hang-chinh-hang-p198858451,SAMSUNG,198858461,162514,2929000,3990000,1061000,27,5.0,2,2647,Điện thoại,11
143,194037967,Điện thoại Samsung Galaxy Z Flip 4 (8GB/256GB),7388166867923,dien-thoai-samsung-galaxy-z-flip-4-8gb-256gb-hang-chinh-hang-p194037967,SAMSUNG,194037971,1,13990000,25990000,12000000,46,5.0,29,2647,Điện thoại,88
144,118130919,Điện thoại Panasonic KX-TGD310CX -Hàng chính hãng,6446508889363,dien-thoai-panasonic-kx-tgd310cx-hang-chinh-hang-p118130919,PANASONIC,118130971,117842,1099000,1099000,0,0,4.8,5,2651,Điện thoại,17
145,137864049,"Điện thoại Oukitel K15 Plus(chống sốc,chống va đập,pin 10.000mAh,Ram 4Gb,Rom 32Gb) - hàng chính hãng",1906815772372,dien-thoai-oukitel-k15-plus-chong-soc-chong-va-dap-pin-10-000mah-ram-3gb-rom-32gb-p137864049,OUKITEL,137864050,2350,3990000,3990000,0,0,4.8,10,2647,Điện thoại,30
146,181264344,"Điện thoại oukitel  k15 pro (chống sốc,pin khủng,pin 10.000mAh ,Ram 8Gb,Rom 128Gb) – hàng chính hãng",3294437165764,dien-thoai-oukitel-k15-pro-chong-soc-pin-khung-pin-10-000mah-ram-6gb-rom-128gb-hang-chinh-hang-p181264344,OUKITEL,181264345,2350,4990000,4990000,0,0,4.2,5,2647,Điện thoại,11
147,173205160,Điện thoại OPPO Reno7 Z 5G - HÀNG CHÍNH HÃNG,1775960200045,dien-thoai-oppo-reno7-z-5g-hang-chinh-hang-p173205160,OPPO,253386360,11119,7668000,7668000,0,0,4.0,1,2647,Điện thoại,1
148,251457609,"Điện thoại người già G600 4G - Pin khủng 6800 mAh, loa to, hỗ trợ giọng nói, đọc số danh bạ",3678267377578,dien-thoai-nguoi-gia-g600-4g-pin-khung-6800-mah-loa-to-ho-tro-giong-noi-doc-so-danh-ba-p251457609,OEM,251457675,325896,319000,419000,100000,24,3.0,3,2649,Điện thoại,15
149,251268330,Điện thoại Samsung Galaxy A14 4G 4GB/64GB Bạc - Hàng chính hãng,7100670648602,dien-thoai-samsung-galaxy-a14-4g-4gb-64gb-bac-hang-chinh-hang-p251268330,SAMSUNG,251268331,212607,3350000,4490000,1140000,25,5.0,1,2647,Điện thoại,1
150,23865953,Điện Thoại Để Bàn Panasonic KX-TS500MX - Hàng Chính Hãng,1925570246575,dien-thoai-de-ban-panasonic-kx-ts500mx-hang-chinh-hang-p23865953,PANASONIC,50475052,3515,290000,290000,0,0,4.8,4,2651,Điện thoại,57
151,196873103,Máy đọc sách Boox Poke 4 Lite - Hàng chính hãng,3024730768815,may-doc-sach-boox-poke-4-lite-hang-chinh-hang-p196873103,ONYX BOOX,196873105,1,3650000,3990000,340000,9,4.7,14,2653,Điện thoại,70
152,146364791,Điện Thoại Nokia 105 4G - Hàng Chính Hãng,2540170414782,dien-thoai-nokia-105-4g-hang-chinh-hang-p146364791,NOKIA,146364795,29952,689000,830000,141000,17,4.6,19,2649,Điện thoại,62
153,200995800,Điện thoại Realme C30s (2GB/32GB) - Hàng chính hãng,3463441522299,dien-thoai-realme-c30s-2gb-32gb-hang-chinh-hang-p200995800,REALME,200995803,179232,1749000,2490000,741000,30,5.0,1,2647,Điện thoại,1
154,252073013,Điện thoại hiệu Masstel Fami 60 - Hàng chính hãng - Giá rẻ - hỗ trợ 4G - dành cho người lớn tuổi,6420955990316,dien-thoai-hieu-masstel-fami-60-hang-chinh-hang-gia-re-ho-tro-4g-danh-cho-nguoi-lon-tuoi-p252073013,MASSTEL,261810483,11119,730000,730000,0,0,0.0,0,2649,Điện thoại,0
155,251545952,Điện thoại Tecno Spark Go 2023 4G/64G Hàng chính hãng,4945463225062,dien-thoai-tecno-spark-go-2023-4g-64g-chinh-hang-p251545952,TECNO,251545956,325466,2284000,2590000,306000,12,4.0,1,2647,Điện thoại,3
156,129167166,"Điện thoại ITEL A48 2GB/32GB , 6.1"" HD+ , Camera kép - Hàng Chính Hãng, Bảo Hành 12 Tháng",7700026001556,dien-thoai-itel-a48-2gb-32gb-6-1-hd-camera-kep-hang-chinh-hang-bao-hanh-12-thang-p129167166,OEM,129167170,179232,1350000,1990000,640000,32,4.5,11,2647,Điện thoại,68
157,125590981,Điện thoại Nokia C30 2GB/32GB - Hàng chính hãng,3589589912166,dien-thoai-nokia-c30-2gb-32gb-hang-chinh-hang-p125590981,NOKIA,125590983,222120,1550000,1550000,0,0,5.0,24,2647,Điện thoại,68
158,4059671,Điện Thoại Bàn Panasonic KXTS 520 - Hàng Chính Hãng,4570715404708,dien-thoai-ban-panasonic-kxts-520-hang-chinh-hang-p4059671,PANASONIC,36671794,915,459000,479000,20000,4,4.3,10,2651,Điện thoại,75
159,103168071,Máy tính bảng Samsung Galaxy Tab A7 Lite LTE SM-T225 - Hàng Chính Hãng,5165570230515,may-tinh-bang-samsung-galaxy-tab-a7-lite-lte-sm-t225-hang-chinh-hang-p103168071,SAMSUNG,109020288,162514,2849000,4490000,1641000,37,4.8,43,2645,Điện thoại,162
160,162583902,Điện thoại Samsung Galaxy S22 Plus 5G (8GB/128GB),8675940224461,dien-thoai-samsung-galaxy-s22-plus-5g-8gb-128gb-hang-chinh-hang-p162583902,SAMSUNG,162583908,1,14990000,25990000,11000000,42,5.0,26,2647,Điện thoại,62
161,191089547,Điện Thoại Nokia 110 4G - Hàng Chính Hãng,9759070340542,dien-thoai-nokia-110-4g-hang-chinh-hang-p191089547,NOKIA,232582538,179232,729000,899000,170000,19,5.0,1,2649,Điện thoại,4
162,72310420,Máy tính bảng VANKYO MatrixPad S30 - Hàng Chính Hãng,7326104427592,may-tinh-bang-vankyo-matrixpad-s30-hang-chinh-hang-p72310420,VANKYO,72310421,2215,3090000,3090000,0,0,3.8,4,2645,Điện thoại,11
163,144201385,Điện Thoại Bàn Không Dây Lắp Các Loại Sim Di Động Cố Địnḥ,2681385554057,dien-thoai-ban-khong-day-lap-cac-loai-sim-di-dong-co-dinh-p144201385,OEM,144201386,54082,550000,550000,0,0,5.0,1,2651,Điện thoại,13
164,170727266,Điện thoại bàn Panasonic KX-TS560 hàng chính hãng,1288212112879,dien-thoai-ban-panasonic-kx-ts560-hang-chinh-hang-p170727266,PANASONIC,170727270,113592,660000,660000,0,0,5.0,12,2651,Điện thoại,45
165,11251951,Điện thoại bàn không dây Panasonic KX-TGB110-Hàng Chính Hãng,5436963205377,dien-thoai-ban-khong-day-panasonic-kx-tgb110-hang-chinh-hang-p11251951,PANASONIC,22136773,59467,720000,720000,0,0,4.3,6,2651,Điện thoại,46
166,139632023,Máy đọc sách Kobo Libra 2 - hàng nhập khẩu,3622078241121,may-doc-sach-kobo-libra-2-p139632023,KOBO,139632027,211303,5099000,5800000,701000,12,5.0,52,2653,Điện thoại,134
167,212329857,Điện thoại Xiaomi Redmi 9A 2GB/32GB Xám - Hàng chính hãng,9945248797450,dien-thoai-xiaomi-redmi-9a-2gb-32gb-xam-hang-chinh-hang-p212329857,XIAOMI,243245413,11119,2088000,2088000,0,0,5.0,1,2647,Điện thoại,1
168,263025243,"Điện thoại G800 2 sim 2 sóng , Màn 2.4inch , Pin trâu , Đèn pin siêu sáng - Mới nguyên seal",4018769114669,dien-thoai-g800-2-sim-2-song-man-2-4inch-pin-trau-den-pin-sieu-sang-moi-nguyen-seal-p263025243,OEM,263025245,179232,359000,399000,40000,10,5.0,1,2649,Điện thoại,1
169,244173959,Điện Thoại Samsung Galaxy A04e (3GB/64GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,2293621778788,dien-thoai-samsung-galaxy-a04e-3gb-64gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p244173959,SAMSUNG,248923706,11119,3800000,3800000,0,0,5.0,1,2647,Điện thoại,4
170,264051117,Điện thoại mini Sothing L8STAR 3310 2 sim 2 sóng- Hàng chính hãng,1785727211610,dien-thoai-mini-sothing-l8star-3310-2-sim-2-song-hang-chinh-hang-p264051117,SOTHING XIANGWU,264051119,335180,62000,88000,26000,30,4.0,1,2649,Điện thoại,5
171,225381612,Điện Thoại Samsung Galaxy S23 Ultra 5G (8GB/256GB) - Hàng Chính Hãng,8878894887377,dien-thoai-samsung-galaxy-s23-ultra-5g-8gb-256gb-hang-chinh-hang-p225381612,SAMSUNG,225381618,10016,20790000,31990000,11200000,35,5.0,2,2647,Điện thoại,3
172,167466044,Điện thoại Masstel FAMI 60 4G Pin 2000 mah - Hàng chính hãng,6646870769214,dien-thoai-masstel-fami-60-4g-pin-2000-mah-hang-chinh-hang-p167466044,MASSTEL,167466046,179232,655000,750000,95000,13,4.5,14,2649,Điện thoại,47
173,170165701,Điện thoại bàn Ktel 645 hàng chính hãng,7656681214534,dien-thoai-ban-ktel-645-hang-chinh-hang-p170165701,KTEL,170165707,113592,388000,388000,0,0,5.0,10,2651,Điện thoại,45
174,164318521,Điện thoại bàn Panasonic KX-TGF320 hàng chính hãng,3549196672074,dien-thoai-ban-panasonic-kx-tgf320-hang-chinh-hang-p164318521,PANASONIC,164318522,113592,2250000,2250000,0,0,5.0,4,2651,Điện thoại,19
175,248762051,Điện Thoại Samsung A34 5G 8GB/128GB - Hàng Chính Hãng,1017599188890,dien-thoai-samsung-a34-5g-8gb-128gb-hang-chinh-hang-p248762051,SAMSUNG,248762055,29952,6529000,8490000,1961000,23,4.0,1,2647,Điện thoại,2
176,225266084,Máy tính bảng Samsung Galaxy Tab S7 FE WIFI (4GB/64GB) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,7278230815785,may-tinh-bang-samsung-galaxy-tab-s7-fe-wifi-4gb-64gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p225266084,SAMSUNG,225266086,20704,7300000,12990000,5690000,44,5.0,5,2645,Điện thoại,13
177,172335599,Điện Thoại Xiaomi Redmi 9C 3GB/64GB - Hàng Chính Hãng,9848284104188,dien-thoai-xiaomi-redmi-9c-3gb-64gb-hang-chinh-hang-p172335599,XIAOMI,172339952,179232,2299000,2790000,491000,18,4.7,9,2647,Điện thoại,26
